Dataset,#TrainingRelease,%Training (data on training / total data),%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,NaiveBayes,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,354.0,53.0,129.0,133.0,0.87,0.727,0.718,0.383
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,Ibk,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,328.0,65.0,117.0,159.0,0.835,0.674,0.658,0.272
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,RandomForest,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,477.0,141.0,66.0,67.0,0.772,0.877,0.598,0.22
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,NaiveBayes,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,408.0,75.0,132.0,136.0,0.845,0.75,0.694,0.355
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,Ibk,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,385.0,76.0,131.0,159.0,0.835,0.708,0.67,0.303
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,RandomForest,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,414.0,135.0,72.0,72.0,0.754,0.852,0.6,0.219
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,NaiveBayes,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,334.0,55.0,152.0,152.0,0.859,0.687,0.711,0.372
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,Ibk,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,332.0,68.0,139.0,154.0,0.83,0.683,0.677,0.317
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,RandomForest,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,531.0,184.0,63.0,67.0,0.743,0.888,0.572,0.166
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,NaiveBayes,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,430.0,92.0,155.0,168.0,0.824,0.719,0.673,0.318
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,Ibk,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,421.0,107.0,140.0,177.0,0.797,0.704,0.635,0.25
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,RandomForest,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,635.0,107.0,65.0,39.0,0.856,0.942,0.66,0.375
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,NaiveBayes,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,605.0,77.0,95.0,69.0,0.887,0.898,0.725,0.458
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,Ibk,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,499.0,62.0,110.0,175.0,0.889,0.74,0.69,0.305
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,RandomForest,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,1420.0,1106.0,229.0,82.0,0.562,0.945,0.558,0.122
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,NaiveBayes,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,1299.0,801.0,534.0,203.0,0.619,0.865,0.632,0.272
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,Ibk,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,1008.0,490.0,845.0,494.0,0.673,0.671,0.652,0.304
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,RandomForest,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,478.0,166.0,63.0,61.0,0.742,0.887,0.581,0.187
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,NaiveBayes,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,539.0,229.0,0.0,0.0,0.702,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,Ibk,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,385.0,99.0,130.0,154.0,0.795,0.714,0.641,0.264
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,RandomForest,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,677.0,233.0,95.0,71.0,0.744,0.905,0.597,0.226
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,NaiveBayes,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,748.0,328.0,0.0,0.0,0.695,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,Ibk,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,546.0,127.0,201.0,202.0,0.811,0.73,0.671,0.322
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,536.0,186.0,35.0,10.0,0.742,0.982,0.57,0.184
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,235.0,24.0,197.0,311.0,0.907,0.43,0.661,0.232
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,347.0,57.0,164.0,199.0,0.859,0.636,0.689,0.317
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,532.0,143.0,6.0,18.0,0.788,0.967,0.504,0.011
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,189.0,6.0,143.0,361.0,0.969,0.344,0.652,0.162
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,360.0,44.0,105.0,190.0,0.891,0.655,0.68,0.265
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,389.0,97.0,14.0,11.0,0.8,0.973,0.549,0.137
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,262.0,18.0,93.0,138.0,0.936,0.655,0.746,0.354
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,361.0,84.0,27.0,39.0,0.811,0.902,0.573,0.171
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,429.0,110.0,6.0,2.0,0.796,0.995,0.524,0.071
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,330.0,35.0,81.0,101.0,0.904,0.766,0.732,0.384
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,410.0,98.0,18.0,21.0,0.807,0.951,0.553,0.141
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1028.0,106.0,3.0,37.0,0.907,0.965,0.496,-0.01
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,563.0,48.0,61.0,502.0,0.921,0.529,0.544,0.031
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,891.0,95.0,14.0,174.0,0.904,0.837,0.483,-0.026
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,466.0,131.0,2.0,0.0,0.781,1.0,0.508,0.023
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,466.0,133.0,0.0,0.0,0.778,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,443.0,114.0,19.0,23.0,0.795,0.951,0.547,0.124
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1271.0,158.0,2.0,4.0,0.889,0.997,0.505,0.016
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1275.0,160.0,0.0,0.0,0.889,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1021.0,121.0,39.0,254.0,0.894,0.801,0.522,0.033
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,626.0,96.0,3.0,3.0,0.867,0.995,0.513,0.042
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,629.0,99.0,0.0,0.0,0.864,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,602.0,85.0,14.0,27.0,0.876,0.957,0.549,0.131
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1443.0,899.0,10.0,6.0,0.616,0.996,0.503,0.008
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1449.0,909.0,0.0,0.0,0.615,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1266.0,744.0,165.0,183.0,0.63,0.874,0.528,0.062
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,960.0,183.0,3.0,3.0,0.84,0.997,0.507,0.021
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,925.0,160.0,26.0,38.0,0.853,0.961,0.55,0.136
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,882.0,170.0,16.0,81.0,0.838,0.916,0.501,0.002
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1410.0,622.0,31.0,6.0,0.694,0.996,0.522,0.058
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1203.0,279.0,374.0,213.0,0.812,0.85,0.711,0.434
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1215.0,418.0,235.0,201.0,0.744,0.858,0.609,0.239
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,486.0,181.0,1.0,1.0,0.729,0.998,0.502,0.005
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,435.0,125.0,57.0,52.0,0.777,0.893,0.603,0.236
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,457.0,169.0,13.0,30.0,0.73,0.938,0.505,0.013
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,544.0,206.0,1.0,0.0,0.725,1.0,0.502,0.007
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,530.0,192.0,15.0,14.0,0.734,0.974,0.523,0.064
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,533.0,191.0,16.0,11.0,0.736,0.98,0.529,0.078
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,486.0,199.0,8.0,0.0,0.709,1.0,0.519,0.053
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,480.0,190.0,17.0,6.0,0.716,0.988,0.535,0.094
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,471.0,184.0,23.0,15.0,0.719,0.969,0.54,0.105
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,595.0,244.0,3.0,3.0,0.709,0.995,0.504,0.01
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,586.0,230.0,17.0,12.0,0.718,0.98,0.524,0.066
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,578.0,228.0,19.0,20.0,0.717,0.967,0.522,0.058
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,673.0,170.0,2.0,1.0,0.798,0.999,0.505,0.016
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,674.0,171.0,1.0,0.0,0.798,1.0,0.503,0.009
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,604.0,143.0,29.0,70.0,0.809,0.896,0.532,0.077
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1480.0,1267.0,68.0,22.0,0.539,0.985,0.518,0.038
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1500.0,1321.0,14.0,2.0,0.532,0.999,0.505,0.01
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1138.0,704.0,631.0,364.0,0.618,0.758,0.615,0.234
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,537.0,226.0,3.0,2.0,0.704,0.996,0.505,0.013
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,539.0,229.0,0.0,0.0,0.702,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,516.0,221.0,8.0,23.0,0.7,0.957,0.496,-0.01
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,RandomForest,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,748.0,318.0,10.0,0.0,0.702,1.0,0.515,0.042
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,NaiveBayes,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,748.0,328.0,0.0,0.0,0.695,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,Ibk,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,696.0,272.0,56.0,52.0,0.719,0.93,0.551,0.125
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,504.0,151.0,70.0,42.0,0.769,0.923,0.761,0.281
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,457.0,161.0,60.0,89.0,0.739,0.837,0.675,0.12
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,353.0,59.0,162.0,193.0,0.857,0.647,0.691,0.322
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,550.0,149.0,0.0,0.0,0.787,1.0,0.779,0.0
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,301.0,17.0,132.0,249.0,0.947,0.547,0.799,0.276
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,380.0,44.0,105.0,170.0,0.896,0.691,0.7,0.302
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,400.0,110.0,1.0,0.0,0.784,1.0,0.854,0.014
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,400.0,111.0,0.0,0.0,0.783,1.0,0.786,0.0
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,368.0,85.0,26.0,32.0,0.812,0.92,0.808,0.186
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,430.0,115.0,1.0,1.0,0.789,0.998,0.859,0.01
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,431.0,116.0,0.0,0.0,0.788,1.0,0.777,0.0
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,413.0,99.0,17.0,18.0,0.807,0.958,0.827,0.141
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,1052.0,109.0,0.0,13.0,0.906,0.988,0.739,-0.02
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,1065.0,109.0,0.0,0.0,0.907,1.0,0.521,0.0
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,932.0,96.0,13.0,133.0,0.907,0.875,0.788,-0.005
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,466.0,133.0,0.0,0.0,0.778,1.0,0.843,0.0
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,466.0,133.0,0.0,0.0,0.778,1.0,0.697,0.0
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,454.0,116.0,17.0,12.0,0.796,0.974,0.769,0.142
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,1275.0,160.0,0.0,0.0,0.889,1.0,0.822,0.0
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,1275.0,160.0,0.0,0.0,0.889,1.0,0.74,0.0
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,1185.0,125.0,35.0,90.0,0.905,0.929,0.782,0.164
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,629.0,99.0,0.0,0.0,0.864,1.0,0.902,0.0
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,629.0,99.0,0.0,0.0,0.864,1.0,0.833,0.0
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,618.0,86.0,13.0,11.0,0.878,0.983,0.897,0.167
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,1449.0,907.0,2.0,0.0,0.615,1.0,0.632,0.003
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,1449.0,909.0,0.0,0.0,0.615,1.0,0.753,0.0
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,1369.0,820.0,89.0,80.0,0.625,0.945,0.549,0.05
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,963.0,186.0,0.0,0.0,0.838,1.0,0.777,0.0
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,963.0,186.0,0.0,0.0,0.838,1.0,0.763,0.0
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,897.0,174.0,12.0,66.0,0.838,0.931,0.696,-0.005
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,1416.0,647.0,6.0,0.0,0.686,1.0,0.827,0.013
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,1416.0,653.0,0.0,0.0,0.684,1.0,0.823,0.0
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,1287.0,453.0,200.0,129.0,0.74,0.909,0.676,0.248
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,487.0,182.0,0.0,0.0,0.728,1.0,0.778,0.0
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,487.0,182.0,0.0,0.0,0.728,1.0,0.793,0.0
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,469.0,171.0,11.0,18.0,0.733,0.963,0.721,0.032
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,544.0,207.0,0.0,0.0,0.724,1.0,0.808,0.0
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,544.0,207.0,0.0,0.0,0.724,1.0,0.771,0.0
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,536.0,192.0,15.0,8.0,0.736,0.985,0.758,0.08
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,486.0,207.0,0.0,0.0,0.701,1.0,0.813,0.0
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,486.0,207.0,0.0,0.0,0.701,1.0,0.776,0.0
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,479.0,186.0,21.0,7.0,0.72,0.986,0.79,0.116
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,598.0,247.0,0.0,0.0,0.708,1.0,0.761,0.0
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,598.0,247.0,0.0,0.0,0.708,1.0,0.755,0.0
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,587.0,229.0,18.0,11.0,0.719,0.982,0.739,0.074
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,674.0,170.0,2.0,0.0,0.799,1.0,0.875,0.018
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,674.0,172.0,0.0,0.0,0.797,1.0,0.761,0.0
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,614.0,144.0,28.0,60.0,0.81,0.911,0.752,0.09
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,1500.0,1315.0,20.0,2.0,0.533,0.999,0.752,0.014
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,1502.0,1335.0,0.0,0.0,0.529,1.0,0.782,0.0
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,1225.0,799.0,536.0,277.0,0.605,0.816,0.629,0.222
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,539.0,228.0,1.0,0.0,0.703,1.0,0.753,0.006
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,539.0,229.0,0.0,0.0,0.702,1.0,0.728,0.0
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,522.0,222.0,7.0,17.0,0.702,0.968,0.721,-0.001
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,RandomForest,NONE,BEST_FIRST,SENSITIVE_LEARNING,747.0,324.0,4.0,1.0,0.697,0.999,0.784,0.015
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,NaiveBayes,NONE,BEST_FIRST,SENSITIVE_LEARNING,748.0,328.0,0.0,0.0,0.695,1.0,0.775,0.0
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,Ibk,NONE,BEST_FIRST,SENSITIVE_LEARNING,714.0,276.0,52.0,34.0,0.721,0.955,0.754,0.143
