Dataset,#TrainingRelease,%Training (data on training / total data),%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
openjpaProportion_without_duplicated_lines,16,0.742,0.749,0.8,Ibk,OVERSAMPLING,NONE,SENSITIVE_THRESHOLD,628.0,133.0,40.0,66.0,0.825,0.905,0.568,0.159
openjpaProportion_without_duplicated_lines,17,0.782,0.751,0.53,RandomForest,OVERSAMPLING,NONE,SENSITIVE_THRESHOLD,1424.0,1043.0,299.0,87.0,0.577,0.942,0.583,0.172
openjpaProportion_without_duplicated_lines,17,0.782,0.751,0.53,NaiveBayes,OVERSAMPLING,NONE,SENSITIVE_THRESHOLD,1022.0,313.0,1029.0,489.0,0.766,0.676,0.722,0.44
openjpaProportion_without_duplicated_lines,17,0.782,0.751,0.53,Ibk,OVERSAMPLING,NONE,SENSITIVE_THRESHOLD,1204.0,957.0,385.0,307.0,0.557,0.797,0.542,0.086
openjpaProportion_without_duplicated_lines,18,0.914,0.719,0.702,RandomForest,OVERSAMPLING,NONE,SENSITIVE_THRESHOLD,436.0,128.0,101.0,104.0,0.773,0.807,0.624,0.256
openjpaProportion_without_duplicated_lines,18,0.914,0.719,0.702,NaiveBayes,OVERSAMPLING,NONE,SENSITIVE_THRESHOLD,540.0,229.0,0.0,0.0,0.702,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,18,0.914,0.719,0.702,Ibk,OVERSAMPLING,NONE,SENSITIVE_THRESHOLD,348.0,96.0,133.0,192.0,0.784,0.644,0.613,0.201
openjpaProportion_without_duplicated_lines,19,0.95,0.719,0.695,RandomForest,OVERSAMPLING,NONE,SENSITIVE_THRESHOLD,690.0,257.0,71.0,58.0,0.729,0.922,0.569,0.167
openjpaProportion_without_duplicated_lines,19,0.95,0.719,0.695,NaiveBayes,OVERSAMPLING,NONE,SENSITIVE_THRESHOLD,744.0,323.0,5.0,4.0,0.697,0.995,0.505,0.014
openjpaProportion_without_duplicated_lines,19,0.95,0.719,0.695,Ibk,OVERSAMPLING,NONE,SENSITIVE_THRESHOLD,653.0,201.0,127.0,95.0,0.765,0.873,0.63,0.286
openjpaProportion_without_duplicated_lines,1,0.042,0.66,0.707,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,426.0,92.0,140.0,133.0,0.822,0.762,0.683,0.348
openjpaProportion_without_duplicated_lines,1,0.042,0.66,0.707,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,161.0,10.0,222.0,398.0,0.942,0.288,0.622,0.164
openjpaProportion_without_duplicated_lines,1,0.042,0.66,0.707,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,92.0,4.0,228.0,467.0,0.958,0.165,0.574,0.093
openjpaProportion_without_duplicated_lines,2,0.079,0.682,0.787,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,533.0,119.0,31.0,21.0,0.817,0.962,0.584,0.222
openjpaProportion_without_duplicated_lines,2,0.079,0.682,0.787,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,311.0,9.0,141.0,243.0,0.972,0.561,0.751,0.32
openjpaProportion_without_duplicated_lines,2,0.079,0.682,0.787,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,240.0,16.0,134.0,314.0,0.938,0.433,0.663,0.189
openjpaProportion_without_duplicated_lines,3,0.111,0.713,0.783,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,359.0,73.0,38.0,41.0,0.831,0.897,0.62,0.268
openjpaProportion_without_duplicated_lines,3,0.111,0.713,0.783,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,167.0,4.0,107.0,233.0,0.977,0.417,0.691,0.219
openjpaProportion_without_duplicated_lines,3,0.111,0.713,0.783,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,290.0,35.0,76.0,110.0,0.892,0.725,0.705,0.329
openjpaProportion_without_duplicated_lines,4,0.135,0.725,0.788,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,406.0,83.0,33.0,26.0,0.83,0.94,0.612,0.273
openjpaProportion_without_duplicated_lines,4,0.135,0.725,0.788,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,243.0,19.0,97.0,189.0,0.927,0.563,0.699,0.26
openjpaProportion_without_duplicated_lines,4,0.135,0.725,0.788,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,350.0,47.0,69.0,82.0,0.882,0.81,0.703,0.365
openjpaProportion_without_duplicated_lines,5,0.16,0.735,0.908,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,1008.0,84.0,25.0,62.0,0.923,0.942,0.586,0.188
openjpaProportion_without_duplicated_lines,5,0.16,0.735,0.908,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,678.0,16.0,93.0,392.0,0.977,0.634,0.743,0.191
openjpaProportion_without_duplicated_lines,5,0.16,0.735,0.908,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,865.0,44.0,65.0,205.0,0.952,0.808,0.702,0.243
openjpaProportion_without_duplicated_lines,6,0.215,0.779,0.778,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,433.0,101.0,32.0,33.0,0.811,0.929,0.585,0.208
openjpaProportion_without_duplicated_lines,6,0.215,0.779,0.778,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,285.0,44.0,89.0,181.0,0.866,0.612,0.64,0.205
openjpaProportion_without_duplicated_lines,6,0.215,0.779,0.778,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,386.0,70.0,63.0,80.0,0.846,0.828,0.651,0.294
openjpaProportion_without_duplicated_lines,7,0.243,0.779,0.889,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,1245.0,126.0,34.0,36.0,0.908,0.972,0.592,0.245
openjpaProportion_without_duplicated_lines,7,0.243,0.779,0.889,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,593.0,38.0,122.0,688.0,0.94,0.463,0.613,0.081
openjpaProportion_without_duplicated_lines,7,0.243,0.779,0.889,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,696.0,53.0,107.0,585.0,0.929,0.543,0.606,0.086
openjpaProportion_without_duplicated_lines,8,0.31,0.802,0.864,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,578.0,56.0,43.0,51.0,0.912,0.919,0.677,0.361
openjpaProportion_without_duplicated_lines,8,0.31,0.802,0.864,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,397.0,12.0,87.0,232.0,0.971,0.631,0.755,0.263
openjpaProportion_without_duplicated_lines,8,0.31,0.802,0.864,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,473.0,31.0,68.0,156.0,0.938,0.752,0.719,0.286
openjpaProportion_without_duplicated_lines,9,0.343,0.809,0.616,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,1440.0,872.0,44.0,31.0,0.623,0.979,0.513,0.033
openjpaProportion_without_duplicated_lines,9,0.343,0.809,0.616,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,1244.0,537.0,379.0,227.0,0.698,0.846,0.63,0.277
openjpaProportion_without_duplicated_lines,9,0.343,0.809,0.616,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,1340.0,726.0,190.0,131.0,0.649,0.911,0.559,0.135
openjpaProportion_without_duplicated_lines,10,0.454,0.762,0.838,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,922.0,126.0,62.0,53.0,0.88,0.946,0.638,0.327
openjpaProportion_without_duplicated_lines,10,0.454,0.762,0.838,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,324.0,7.0,181.0,651.0,0.979,0.332,0.648,0.124
openjpaProportion_without_duplicated_lines,10,0.454,0.762,0.838,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,636.0,78.0,110.0,339.0,0.891,0.652,0.619,0.152
openjpaProportion_without_duplicated_lines,11,0.508,0.77,0.686,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,1350.0,550.0,105.0,78.0,0.711,0.945,0.553,0.131
openjpaProportion_without_duplicated_lines,11,0.508,0.77,0.686,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,674.0,63.0,592.0,754.0,0.915,0.472,0.688,0.292
openjpaProportion_without_duplicated_lines,11,0.508,0.77,0.686,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,1047.0,485.0,170.0,381.0,0.683,0.733,0.496,-0.008
openjpaProportion_without_duplicated_lines,12,0.605,0.756,0.728,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,359.0,83.0,99.0,128.0,0.812,0.737,0.641,0.261
openjpaProportion_without_duplicated_lines,12,0.605,0.756,0.728,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,216.0,5.0,177.0,271.0,0.977,0.444,0.708,0.285
openjpaProportion_without_duplicated_lines,12,0.605,0.756,0.728,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,241.0,44.0,138.0,246.0,0.846,0.495,0.627,0.188
openjpaProportion_without_duplicated_lines,13,0.636,0.755,0.724,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,460.0,128.0,80.0,85.0,0.782,0.844,0.614,0.244
openjpaProportion_without_duplicated_lines,13,0.636,0.755,0.724,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,252.0,19.0,189.0,293.0,0.93,0.462,0.686,0.264
openjpaProportion_without_duplicated_lines,13,0.636,0.755,0.724,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,336.0,48.0,160.0,209.0,0.875,0.617,0.693,0.311
openjpaProportion_without_duplicated_lines,14,0.671,0.753,0.701,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,434.0,146.0,61.0,52.0,0.748,0.893,0.594,0.216
openjpaProportion_without_duplicated_lines,14,0.671,0.753,0.701,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,182.0,7.0,200.0,304.0,0.963,0.374,0.67,0.241
openjpaProportion_without_duplicated_lines,14,0.671,0.753,0.701,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,341.0,87.0,120.0,145.0,0.797,0.702,0.641,0.26
openjpaProportion_without_duplicated_lines,15,0.703,0.751,0.708,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,526.0,172.0,75.0,72.0,0.754,0.88,0.592,0.208
openjpaProportion_without_duplicated_lines,15,0.703,0.751,0.708,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,292.0,21.0,226.0,306.0,0.933,0.488,0.702,0.301
openjpaProportion_without_duplicated_lines,15,0.703,0.751,0.708,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,378.0,87.0,160.0,220.0,0.813,0.632,0.64,0.242
openjpaProportion_without_duplicated_lines,16,0.742,0.749,0.8,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,671.0,126.0,47.0,23.0,0.842,0.967,0.619,0.307
openjpaProportion_without_duplicated_lines,16,0.742,0.749,0.8,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,590.0,68.0,105.0,104.0,0.897,0.85,0.729,0.424
openjpaProportion_without_duplicated_lines,16,0.742,0.749,0.8,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,463.0,47.0,126.0,231.0,0.908,0.667,0.698,0.283
openjpaProportion_without_duplicated_lines,17,0.782,0.751,0.53,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,1426.0,1074.0,268.0,85.0,0.57,0.944,0.572,0.15
openjpaProportion_without_duplicated_lines,17,0.782,0.751,0.53,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,975.0,274.0,1068.0,536.0,0.781,0.645,0.721,0.436
openjpaProportion_without_duplicated_lines,17,0.782,0.751,0.53,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,1000.0,804.0,538.0,511.0,0.554,0.662,0.531,0.063
openjpaProportion_without_duplicated_lines,18,0.914,0.719,0.702,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,434.0,129.0,100.0,106.0,0.771,0.804,0.62,0.248
openjpaProportion_without_duplicated_lines,18,0.914,0.719,0.702,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,540.0,229.0,0.0,0.0,0.702,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,18,0.914,0.719,0.702,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,263.0,77.0,152.0,277.0,0.774,0.487,0.575,0.12
openjpaProportion_without_duplicated_lines,19,0.95,0.719,0.695,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,676.0,229.0,99.0,72.0,0.747,0.904,0.603,0.237
openjpaProportion_without_duplicated_lines,19,0.95,0.719,0.695,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,744.0,324.0,4.0,4.0,0.697,0.995,0.503,0.009
openjpaProportion_without_duplicated_lines,19,0.95,0.719,0.695,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,563.0,117.0,211.0,185.0,0.828,0.753,0.698,0.374
openjpaProportion_without_duplicated_lines,1,0.042,0.66,0.707,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,446.0,109.0,123.0,113.0,0.804,0.798,0.664,0.326
openjpaProportion_without_duplicated_lines,1,0.042,0.66,0.707,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,138.0,9.0,223.0,421.0,0.939,0.247,0.604,0.137
openjpaProportion_without_duplicated_lines,1,0.042,0.66,0.707,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,124.0,8.0,224.0,435.0,0.939,0.222,0.594,0.122
openjpaProportion_without_duplicated_lines,2,0.079,0.682,0.787,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,551.0,148.0,2.0,3.0,0.788,0.995,0.504,0.012
openjpaProportion_without_duplicated_lines,2,0.079,0.682,0.787,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,342.0,34.0,116.0,212.0,0.91,0.617,0.695,0.273
openjpaProportion_without_duplicated_lines,2,0.079,0.682,0.787,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,281.0,29.0,121.0,273.0,0.906,0.507,0.657,0.197
openjpaProportion_without_duplicated_lines,3,0.111,0.713,0.783,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,392.0,98.0,13.0,8.0,0.8,0.98,0.549,0.137
openjpaProportion_without_duplicated_lines,3,0.111,0.713,0.783,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,188.0,12.0,99.0,212.0,0.94,0.47,0.681,0.219
openjpaProportion_without_duplicated_lines,3,0.111,0.713,0.783,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,377.0,86.0,25.0,23.0,0.814,0.943,0.584,0.211
openjpaProportion_without_duplicated_lines,4,0.135,0.725,0.788,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,432.0,112.0,4.0,0.0,0.794,1.0,0.517,0.053
openjpaProportion_without_duplicated_lines,4,0.135,0.725,0.788,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,232.0,17.0,99.0,200.0,0.932,0.537,0.695,0.248
openjpaProportion_without_duplicated_lines,4,0.135,0.725,0.788,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,428.0,99.0,17.0,4.0,0.812,0.991,0.569,0.196
openjpaProportion_without_duplicated_lines,5,0.16,0.735,0.908,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,1065.0,107.0,2.0,5.0,0.909,0.995,0.507,0.024
openjpaProportion_without_duplicated_lines,5,0.16,0.735,0.908,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,882.0,22.0,87.0,188.0,0.976,0.824,0.811,0.37
openjpaProportion_without_duplicated_lines,5,0.16,0.735,0.908,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,995.0,97.0,12.0,75.0,0.911,0.93,0.52,0.044
openjpaProportion_without_duplicated_lines,6,0.215,0.779,0.778,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,466.0,130.0,3.0,0.0,0.782,1.0,0.511,0.035
openjpaProportion_without_duplicated_lines,6,0.215,0.779,0.778,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,282.0,44.0,89.0,184.0,0.865,0.605,0.637,0.199
openjpaProportion_without_duplicated_lines,6,0.215,0.779,0.778,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,460.0,124.0,9.0,6.0,0.788,0.987,0.527,0.08
openjpaProportion_without_duplicated_lines,7,0.243,0.779,0.889,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,1281.0,154.0,6.0,0.0,0.893,1.0,0.519,0.065
openjpaProportion_without_duplicated_lines,7,0.243,0.779,0.889,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,632.0,64.0,96.0,649.0,0.908,0.493,0.547,0.036
openjpaProportion_without_duplicated_lines,7,0.243,0.779,0.889,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,1197.0,137.0,23.0,84.0,0.897,0.934,0.539,0.091
openjpaProportion_without_duplicated_lines,8,0.31,0.802,0.864,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,625.0,94.0,5.0,4.0,0.869,0.994,0.522,0.072
openjpaProportion_without_duplicated_lines,8,0.31,0.802,0.864,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,437.0,12.0,87.0,192.0,0.973,0.695,0.787,0.325
openjpaProportion_without_duplicated_lines,8,0.31,0.802,0.864,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,605.0,84.0,15.0,24.0,0.878,0.962,0.557,0.152
openjpaProportion_without_duplicated_lines,9,0.343,0.809,0.616,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,1471.0,916.0,0.0,0.0,0.616,1.0,0.5,0.0
openjpaProportion_without_duplicated_lines,9,0.343,0.809,0.616,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,1345.0,759.0,157.0,126.0,0.639,0.914,0.543,0.099
openjpaProportion_without_duplicated_lines,9,0.343,0.809,0.616,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,1447.0,891.0,25.0,24.0,0.619,0.984,0.505,0.013
openjpaProportion_without_duplicated_lines,10,0.454,0.762,0.838,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,967.0,174.0,14.0,8.0,0.848,0.992,0.533,0.103
openjpaProportion_without_duplicated_lines,10,0.454,0.762,0.838,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,353.0,10.0,178.0,622.0,0.972,0.362,0.654,0.133
openjpaProportion_without_duplicated_lines,10,0.454,0.762,0.838,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,780.0,141.0,47.0,195.0,0.847,0.8,0.525,0.045
openjpaProportion_without_duplicated_lines,11,0.508,0.77,0.686,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,1426.0,629.0,26.0,2.0,0.694,0.999,0.519,0.052
openjpaProportion_without_duplicated_lines,11,0.508,0.77,0.686,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,700.0,72.0,583.0,728.0,0.907,0.49,0.69,0.299
openjpaProportion_without_duplicated_lines,11,0.508,0.77,0.686,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,1255.0,568.0,87.0,173.0,0.688,0.879,0.506,0.014
openjpaProportion_without_duplicated_lines,12,0.605,0.756,0.728,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,431.0,146.0,36.0,56.0,0.747,0.885,0.541,0.098
openjpaProportion_without_duplicated_lines,12,0.605,0.756,0.728,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,227.0,8.0,174.0,260.0,0.966,0.466,0.711,0.294
openjpaProportion_without_duplicated_lines,12,0.605,0.756,0.728,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,375.0,118.0,64.0,112.0,0.761,0.77,0.561,0.123
openjpaProportion_without_duplicated_lines,13,0.636,0.755,0.724,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,544.0,201.0,7.0,1.0,0.73,0.998,0.516,0.045
openjpaProportion_without_duplicated_lines,13,0.636,0.755,0.724,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,276.0,21.0,187.0,269.0,0.929,0.506,0.703,0.296
openjpaProportion_without_duplicated_lines,13,0.636,0.755,0.724,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,525.0,172.0,36.0,20.0,0.753,0.963,0.568,0.176
openjpaProportion_without_duplicated_lines,14,0.671,0.753,0.701,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,486.0,198.0,9.0,0.0,0.711,1.0,0.522,0.06
openjpaProportion_without_duplicated_lines,14,0.671,0.753,0.701,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,218.0,13.0,194.0,268.0,0.944,0.449,0.693,0.285
openjpaProportion_without_duplicated_lines,14,0.671,0.753,0.701,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,477.0,186.0,21.0,9.0,0.719,0.981,0.541,0.11
openjpaProportion_without_duplicated_lines,15,0.703,0.751,0.708,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,596.0,245.0,2.0,2.0,0.709,0.997,0.502,0.007
openjpaProportion_without_duplicated_lines,15,0.703,0.751,0.708,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,286.0,20.0,227.0,312.0,0.935,0.478,0.699,0.295
openjpaProportion_without_duplicated_lines,15,0.703,0.751,0.708,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,569.0,211.0,36.0,29.0,0.729,0.952,0.549,0.124
openjpaProportion_without_duplicated_lines,16,0.742,0.749,0.8,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,694.0,170.0,3.0,0.0,0.803,1.0,0.509,0.027
openjpaProportion_without_duplicated_lines,16,0.742,0.749,0.8,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,569.0,64.0,109.0,125.0,0.899,0.82,0.725,0.397
openjpaProportion_without_duplicated_lines,16,0.742,0.749,0.8,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,659.0,157.0,16.0,35.0,0.808,0.95,0.521,0.057
openjpaProportion_without_duplicated_lines,17,0.782,0.751,0.53,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,1455.0,1101.0,241.0,56.0,0.569,0.963,0.571,0.149
openjpaProportion_without_duplicated_lines,17,0.782,0.751,0.53,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,995.0,289.0,1053.0,516.0,0.775,0.659,0.722,0.439
openjpaProportion_without_duplicated_lines,17,0.782,0.751,0.53,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,1209.0,959.0,383.0,302.0,0.558,0.8,0.543,0.088
openjpaProportion_without_duplicated_lines,18,0.914,0.719,0.702,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,475.0,164.0,65.0,65.0,0.743,0.88,0.582,0.187
openjpaProportion_without_duplicated_lines,18,0.914,0.719,0.702,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,371.0,77.0,152.0,169.0,0.828,0.687,0.675,0.314
openjpaProportion_without_duplicated_lines,18,0.914,0.719,0.702,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,362.0,110.0,119.0,178.0,0.767,0.67,0.595,0.175
openjpaProportion_without_duplicated_lines,19,0.95,0.719,0.695,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,748.0,321.0,7.0,0.0,0.7,1.0,0.511,0.029
openjpaProportion_without_duplicated_lines,19,0.95,0.719,0.695,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,699.0,278.0,50.0,49.0,0.715,0.934,0.543,0.108
openjpaProportion_without_duplicated_lines,19,0.95,0.719,0.695,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,717.0,275.0,53.0,31.0,0.723,0.959,0.56,0.152
openjpaProportion_without_duplicated_lines,1,0.042,0.66,0.707,RandomForest,NONE,NONE,SENSITIVE_LEARNING,79.0,17.0,215.0,480.0,0.823,0.141,0.702,0.043
openjpaProportion_without_duplicated_lines,1,0.042,0.66,0.707,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,152.0,9.0,223.0,407.0,0.944,0.272,0.669,0.155
openjpaProportion_without_duplicated_lines,1,0.042,0.66,0.707,Ibk,NONE,NONE,SENSITIVE_LEARNING,127.0,8.0,224.0,432.0,0.941,0.227,0.596,0.126
openjpaProportion_without_duplicated_lines,2,0.079,0.682,0.787,RandomForest,NONE,NONE,SENSITIVE_LEARNING,554.0,150.0,0.0,0.0,0.787,1.0,0.784,0.0
openjpaProportion_without_duplicated_lines,2,0.079,0.682,0.787,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,318.0,13.0,137.0,236.0,0.961,0.574,0.79,0.316
openjpaProportion_without_duplicated_lines,2,0.079,0.682,0.787,Ibk,NONE,NONE,SENSITIVE_LEARNING,297.0,30.0,120.0,257.0,0.908,0.536,0.672,0.217
openjpaProportion_without_duplicated_lines,3,0.111,0.713,0.783,RandomForest,NONE,NONE,SENSITIVE_LEARNING,400.0,110.0,1.0,0.0,0.784,1.0,0.846,0.014
openjpaProportion_without_duplicated_lines,3,0.111,0.713,0.783,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,194.0,15.0,96.0,206.0,0.928,0.485,0.777,0.216
openjpaProportion_without_duplicated_lines,3,0.111,0.713,0.783,Ibk,NONE,NONE,SENSITIVE_LEARNING,379.0,86.0,25.0,21.0,0.815,0.948,0.823,0.219
openjpaProportion_without_duplicated_lines,4,0.135,0.725,0.788,RandomForest,NONE,NONE,SENSITIVE_LEARNING,432.0,114.0,2.0,0.0,0.791,1.0,0.87,0.027
openjpaProportion_without_duplicated_lines,4,0.135,0.725,0.788,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,245.0,20.0,96.0,187.0,0.925,0.567,0.782,0.259
openjpaProportion_without_duplicated_lines,4,0.135,0.725,0.788,Ibk,NONE,NONE,SENSITIVE_LEARNING,428.0,99.0,17.0,4.0,0.812,0.991,0.852,0.196
openjpaProportion_without_duplicated_lines,5,0.16,0.735,0.908,RandomForest,NONE,NONE,SENSITIVE_LEARNING,1067.0,109.0,0.0,3.0,0.907,0.997,0.753,-0.005
openjpaProportion_without_duplicated_lines,5,0.16,0.735,0.908,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,897.0,23.0,86.0,173.0,0.975,0.838,0.835,0.388
openjpaProportion_without_duplicated_lines,5,0.16,0.735,0.908,Ibk,NONE,NONE,SENSITIVE_LEARNING,995.0,97.0,12.0,75.0,0.911,0.93,0.828,0.044
openjpaProportion_without_duplicated_lines,6,0.215,0.779,0.778,RandomForest,NONE,NONE,SENSITIVE_LEARNING,466.0,133.0,0.0,0.0,0.778,1.0,0.843,0.0
openjpaProportion_without_duplicated_lines,6,0.215,0.779,0.778,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,310.0,46.0,87.0,156.0,0.871,0.665,0.696,0.247
