Version,File Name,LOC,NR,NFix,NAuth,LOC_added,MAX_LOC_added,Churn,MAX_Churn,Age,Buggy
9,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java,24,0,0,0,0,0,0,0,0,No
9,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java,61,0,0,0,0,0,0,0,0,Yes
9,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java,239,0,0,0,0,0,0,0,0,Yes
9,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java,95,0,0,0,0,0,0,0,0,Yes
9,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,26,0,0,0,0,0,0,0,0,No
9,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,269,0,0,0,0,0,0,0,0,Yes
9,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,195,0,0,0,0,0,0,0,0,Yes
9,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java,26,0,0,0,0,0,0,0,0,Yes
9,hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java,1,0,0,0,0,0,0,0,0,No
9,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,3,0,0,0,0,0,0,0,0,No
9,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,9,0,0,0,0,0,0,0,0,No
9,hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java,44,0,0,0,0,0,0,0,0,No
9,hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java,9,0,0,0,0,0,0,0,0,No
9,hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java,7,0,0,0,0,0,0,0,0,No
9,hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java,6,0,0,0,0,0,0,0,0,No
9,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java,47,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,86,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,74,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java,138,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,86,1,0,1,3,3,1,1,148,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,93,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,707,1,0,1,6,6,1,1,126,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java,25,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,21,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java,16,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,663,1,0,1,10,10,1,1,148,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,4,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,42,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,101,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,105,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,81,1,0,1,8,8,7,7,145,No
9,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,18,1,0,1,16,16,16,16,145,No
9,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,285,1,0,1,9,9,6,6,145,Yes
9,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,369,1,0,1,173,173,164,164,145,Yes
9,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,139,1,0,1,17,17,13,13,123,No
9,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java,354,1,0,1,22,22,9,9,132,No
9,hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java,10,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java,236,1,0,1,5,5,1,1,122,Yes
9,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java,291,1,0,1,23,23,6,6,136,Yes
9,hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java,334,1,0,1,24,24,16,16,142,No
9,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,16,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java,16,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,16,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java,48,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,50,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,248,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,223,0,0,0,0,0,0,0,0,Yes
9,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,14,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java,614,1,0,1,4,4,-4,0,150,Yes
9,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,147,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,32,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,31,0,0,0,0,0,0,0,0,No
9,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java,272,1,0,1,37,37,36,36,145,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerIteratorTest.java,19,1,0,1,2,2,2,2,117,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java,4,0,0,0,0,0,0,0,0,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNS.java,170,1,0,1,50,50,-16,0,100,No
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieShutdownTest.java,95,1,0,1,76,76,22,22,99,No
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCloseTest.java,203,1,0,1,4,4,1,1,107,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ListLedgersTest.java,71,1,0,1,1,1,-1,0,105,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestDeathwatcher.java,24,1,0,1,3,3,2,2,110,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSWatchedEvent.java,16,0,0,0,0,0,0,0,0,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreWatcher.java,4,0,0,0,0,0,0,0,0,No
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestWatchEnsembleChange.java,110,1,0,1,19,19,1,1,69,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicBookieCheckTest.java,78,1,0,1,6,6,-4,0,53,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorRollingRestartTest.java,38,1,0,1,4,4,2,2,50,No
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/TestCallbacks.java,42,0,0,0,0,0,0,0,0,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java,49,4,0,4,93,85,85,85,40,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java,19,1,0,1,45,45,45,45,75,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java,23,1,0,1,55,55,55,55,83,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java,21,1,0,1,55,55,55,55,68,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java,55,1,0,1,103,103,103,103,68,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java,5,1,0,1,34,34,34,34,61,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java,34,1,0,1,83,83,83,83,106,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryKey.java,45,1,0,1,83,83,83,83,81,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryKeyValue.java,46,1,0,1,129,129,129,129,61,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryMemTable.java,290,3,0,3,458,440,440,440,61,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexInMemPageMgr.java,360,1,0,1,564,564,564,564,83,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexPersistenceMgr.java,453,1,0,1,588,588,588,588,83,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LEPStateChangeCallback.java,7,1,0,1,31,31,31,31,81,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LogMark.java,47,1,0,1,83,83,83,83,106,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SkipListArena.java,110,1,0,1,238,238,238,238,61,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SkipListFlusher.java,6,1,0,1,43,43,43,43,61,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SortedLedgerStorage.java,130,3,1,3,197,186,195,186,61,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java,129,1,0,1,189,189,189,189,105,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperClientStats.java,18,1,0,1,43,43,43,43,69,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java,60,1,0,1,93,93,93,93,100,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsemblePlacementPolicy.java,16,1,0,1,89,89,89,89,100,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java,416,1,0,1,572,572,572,572,100,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/TryReadLastConfirmedOp.java,73,1,0,1,107,107,107,107,50,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java,8,1,0,1,47,47,47,47,100,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/CleanupLedgerManager.java,187,1,0,1,227,227,227,227,64,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/AbstractDNSToSwitchMapping.java,51,1,0,1,142,142,142,142,100,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/BookieSocketAddress.java,53,1,0,1,100,100,100,100,66,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java,71,1,0,1,153,153,153,153,100,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java,6,1,0,1,31,31,31,31,100,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNSToSwitchMapping.java,8,1,0,1,61,61,61,61,100,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java,564,1,0,1,877,877,877,877,100,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/Node.java,9,1,0,1,62,62,62,62,100,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NodeBase.java,78,1,0,1,186,186,186,186,100,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/ScriptBasedMapping.java,135,1,0,1,264,264,264,264,100,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/processor/RequestProcessor.java,6,1,0,1,42,42,42,42,69,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,150,1,0,1,199,199,199,199,117,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,253,1,0,1,330,330,330,330,117,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java,55,1,0,1,89,89,89,89,117,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestProcessor.java,136,1,0,1,193,193,193,193,69,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperProtocol.java,4270,1,0,1,4774,4774,4774,4774,42,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DefaultPerChannelBookieClientPool.java,57,1,0,1,93,93,93,93,50,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PacketProcessorBase.java,52,3,0,3,82,76,76,76,42,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PacketProcessorBaseV3.java,39,3,0,3,78,72,72,72,42,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClientFactory.java,5,1,0,1,37,37,37,37,50,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClientPool.java,8,1,0,1,59,59,59,59,50,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadEntryProcessor.java,98,3,0,3,139,133,133,133,42,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadEntryProcessorV3.java,120,3,0,3,170,164,164,164,42,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,23,1,0,1,47,47,47,47,117,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/WriteEntryProcessor.java,69,3,0,3,109,99,99,99,42,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/WriteEntryProcessorV3.java,114,3,0,3,158,151,151,151,42,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationStats.java,9,1,0,1,35,35,35,35,36,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DaemonThreadFactory.java,19,1,0,1,39,39,39,39,83,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/NativeIO.java,65,1,0,1,119,119,119,119,95,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Shell.java,366,1,0,1,677,677,677,677,100,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZeroBuffer.java,28,1,0,1,73,73,73,73,81,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/BoundExponentialBackoffRetryPolicy.java,12,1,0,1,41,41,41,41,39,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ExponentialBackoffRetryPolicy.java,20,1,0,1,47,47,47,47,39,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/RetryPolicy.java,5,1,0,1,55,55,55,55,39,No
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperClient.java,846,1,0,1,1046,1046,1046,1046,39,Yes
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooWorker.java,77,1,0,1,147,147,147,147,39,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieThreadTest.java,47,1,0,1,84,84,84,84,75,No
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestSyncThread.java,269,1,0,1,353,353,353,353,95,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpdateCookieCmdTest.java,138,1,0,1,216,216,216,216,33,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperCloseTest.java,443,1,0,1,610,610,610,610,64,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestRackawareEnsemblePlacementPolicy.java,231,1,0,1,286,286,286,286,100,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestTryReadLastConfirmed.java,151,1,0,1,188,188,188,188,50,No
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/conf/TestBKConfiguration.java,10,1,0,1,35,35,35,35,83,Yes
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultipleThreadReadTest.java,257,1,0,1,308,308,308,308,69,No
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/StaticDNSResolver.java,48,1,0,1,80,80,80,80,100,No
9,bookkeeper-server/src/test/java/org/apache/bookkeeper/zookeeper/TestZooKeeperClient.java,278,1,0,1,367,367,367,367,38,Yes
9,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleMetricsProvider.java,110,1,0,1,147,147,147,147,79,Yes
9,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleOpStatsLogger.java,37,3,0,3,88,68,68,68,79,Yes
9,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleStatsLogger.java,70,1,0,1,99,99,99,99,79,Yes
9,bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/CounterImpl.java,38,2,0,1,122,69,122,69,80,Yes
9,bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/OpStatsLoggerImpl.java,39,6,0,3,191,81,153,81,80,Yes
9,bookkeeper-stats-providers/twitter-ostrich-provider/src/main/java/org/apache/bookkeeper/stats/twitter/ostrich/OstrichProvider.java,51,2,0,2,80,77,77,77,80,Yes
9,bookkeeper-stats-providers/twitter-ostrich-provider/src/main/java/org/apache/bookkeeper/stats/twitter/ostrich/OstrichStatsLoggerImpl.java,40,1,0,1,69,69,69,69,80,No
9,bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/HTTPStatsExporter.java,45,1,0,1,77,77,77,77,80,Yes
9,bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/TwitterStatsLoggerImpl.java,43,1,0,1,72,72,72,72,80,No
9,bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/TwitterStatsProvider.java,39,1,0,1,63,63,63,63,80,Yes
9,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/Counter.java,8,1,0,1,50,50,50,50,80,Yes
9,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/Gauge.java,5,1,0,1,28,28,28,28,80,Yes
9,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/NullStatsLogger.java,55,3,0,3,112,96,96,96,80,Yes
9,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/NullStatsProvider.java,15,1,0,1,40,40,40,40,80,Yes
9,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/OpStatsData.java,42,1,0,1,76,76,76,76,80,Yes
9,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/OpStatsLogger.java,7,3,0,3,76,49,49,49,80,Yes
9,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/Stats.java,37,1,0,1,63,63,63,63,80,Yes
9,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/StatsLogger.java,7,1,0,1,55,55,55,55,80,Yes
9,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/StatsProvider.java,7,1,0,1,45,45,45,45,80,Yes
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionImpl.java,298,1,0,1,476,476,476,476,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionMetaDataImpl.java,43,1,0,1,77,77,77,77,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/DebugUtil.java,37,1,0,1,69,69,69,69,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheMap.java,67,1,0,1,104,104,104,104,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheSet.java,76,1,0,1,115,115,115,115,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/MessagingSessionFacade.java,51,1,0,1,421,421,421,421,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/Mutable.java,29,1,0,1,61,61,61,61,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/SessionImpl.java,1447,1,0,1,2009,2009,2009,2009,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/StateManager.java,89,1,0,1,179,179,179,179,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/jndi/HedwigInitialContext.java,50,1,0,1,106,106,106,106,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/jndi/HedwigInitialContextFactory.java,11,1,0,1,33,33,33,33,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/BytesMessageImpl.java,547,1,0,1,657,657,657,657,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MapMessageImpl.java,215,1,0,1,295,295,295,295,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MessageImpl.java,613,1,0,1,872,872,872,872,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MessageUtil.java,314,1,0,1,444,444,444,444,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/ObjectMessageImpl.java,117,1,0,1,168,168,168,168,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java,630,1,0,1,752,752,752,752,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java,90,1,0,1,135,135,135,135,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java,996,1,0,1,1126,1126,1126,1126,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/MetadataProcessor.java,115,1,0,1,163,163,163,163,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java,136,1,0,1,184,184,184,184,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryExprFunction.java,22,1,0,1,51,51,51,51,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ExprFunction.java,4,1,0,1,25,25,25,25,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java,135,1,0,1,180,180,180,180,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/LogicalComparisonFunction.java,35,1,0,1,64,64,64,64,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java,52,1,0,1,101,101,101,101,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java,381,1,0,1,512,512,512,512,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java,145,1,0,1,187,187,187,187,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvalState.java,25,1,0,1,56,56,56,56,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvaluationException.java,14,1,0,1,39,39,39,39,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java,212,1,0,1,261,261,261,261,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryArithmeticFunction.java,40,1,0,1,73,73,73,73,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryExprFunction.java,32,1,0,1,65,65,65,65,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java,254,1,0,1,329,329,329,329,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionFactoryImpl.java,36,1,0,1,64,64,64,64,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java,97,1,0,1,164,164,164,164,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java,446,1,0,1,624,624,624,624,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageConsumerImpl.java,44,1,0,1,74,74,74,74,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageProducerImpl.java,64,1,0,1,117,117,117,117,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/QueueSessionImpl.java,50,1,0,1,84,84,84,84,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicPublisherImpl.java,124,1,0,1,226,226,226,226,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSessionImpl.java,44,1,0,1,76,76,76,76,119,No
9,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSubscriberImpl.java,215,1,0,1,323,323,323,323,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/AutoFailTestSupport.java,83,1,0,1,153,153,153,153,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/CombinationTestSupport.java,182,1,0,1,250,250,250,250,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/ConnectionCleanupTest.java,38,1,0,1,73,73,73,73,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/ConsumerReceiveWithTimeoutTest.java,43,1,0,1,84,84,84,84,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/ExpiryHogTest.java,30,1,0,1,61,61,61,61,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/JMSConsumerTest.java,635,1,0,1,936,936,936,936,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/JMSDurableTopicRedeliverTest.java,42,1,0,1,76,76,76,76,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/JMSIndividualAckTest.java,60,1,0,1,165,165,165,165,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/JMSMessageTest.java,347,1,0,1,504,504,504,504,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/JMSUsecaseTest.java,66,1,0,1,109,109,109,109,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/JmsAutoAckListenerTest.java,40,1,0,1,77,77,77,77,119,No
9,hedwig-client-jms/src/test/java/org/apache/activemq/JmsAutoAckTest.java,38,1,0,1,75,75,75,75,119,No
