Dataset,#TrainingRelease,%Training (data on training / total data),%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
bookkeeperProportion_without_duplicated_lines,7,0.04,0.837,0.7,Ibk,NONE,BEST_FIRST,NONE,53.0,23.0,1.0,3.0,0.697,0.946,0.524,-0.016
bookkeeperProportion_without_duplicated_lines,8,0.046,0.821,0.709,RandomForest,NONE,BEST_FIRST,NONE,61.0,22.0,10.0,17.0,0.735,0.782,0.589,0.099
bookkeeperProportion_without_duplicated_lines,8,0.046,0.821,0.709,NaiveBayes,NONE,BEST_FIRST,NONE,75.0,31.0,1.0,3.0,0.708,0.962,0.591,-0.01
bookkeeperProportion_without_duplicated_lines,8,0.046,0.821,0.709,Ibk,NONE,BEST_FIRST,NONE,67.0,24.0,8.0,11.0,0.736,0.859,0.592,0.124
bookkeeperProportion_without_duplicated_lines,9,0.054,0.804,0.951,RandomForest,NONE,BEST_FIRST,NONE,57.0,2.0,1.0,1.0,0.966,0.983,0.816,0.375
bookkeeperProportion_without_duplicated_lines,9,0.054,0.804,0.951,NaiveBayes,NONE,BEST_FIRST,NONE,56.0,2.0,1.0,2.0,0.966,0.966,0.925,0.299
bookkeeperProportion_without_duplicated_lines,9,0.054,0.804,0.951,Ibk,NONE,BEST_FIRST,NONE,58.0,3.0,0.0,0.0,0.951,1.0,0.776,0.0
bookkeeperProportion_without_duplicated_lines,10,0.058,0.815,0.88,RandomForest,NONE,BEST_FIRST,NONE,73.0,10.0,0.0,0.0,0.88,1.0,0.766,0.0
bookkeeperProportion_without_duplicated_lines,10,0.058,0.815,0.88,NaiveBayes,NONE,BEST_FIRST,NONE,73.0,10.0,0.0,0.0,0.88,1.0,0.845,0.0
bookkeeperProportion_without_duplicated_lines,10,0.058,0.815,0.88,Ibk,NONE,BEST_FIRST,NONE,73.0,10.0,0.0,0.0,0.88,1.0,0.705,0.0
bookkeeperProportion_without_duplicated_lines,11,0.064,0.821,0.602,RandomForest,NONE,BEST_FIRST,NONE,145.0,93.0,4.0,2.0,0.609,0.986,0.589,0.033
bookkeeperProportion_without_duplicated_lines,11,0.064,0.821,0.602,NaiveBayes,NONE,BEST_FIRST,NONE,147.0,97.0,0.0,0.0,0.602,1.0,0.414,0.0
bookkeeperProportion_without_duplicated_lines,11,0.064,0.821,0.602,Ibk,NONE,BEST_FIRST,NONE,144.0,92.0,5.0,3.0,0.61,0.98,0.548,0.037
bookkeeperProportion_without_duplicated_lines,12,0.081,0.775,0.497,RandomForest,NONE,BEST_FIRST,NONE,0.0,0.0,87.0,86.0,NaN,0.0,0.534,0.0
bookkeeperProportion_without_duplicated_lines,12,0.081,0.775,0.497,NaiveBayes,NONE,BEST_FIRST,NONE,86.0,86.0,1.0,0.0,0.5,1.0,0.45,0.011
bookkeeperProportion_without_duplicated_lines,12,0.081,0.775,0.497,Ibk,NONE,BEST_FIRST,NONE,46.0,51.0,36.0,40.0,0.474,0.535,0.483,-0.051
bookkeeperProportion_without_duplicated_lines,13,0.093,0.738,0.441,RandomForest,NONE,BEST_FIRST,NONE,19.0,11.0,79.0,52.0,0.633,0.268,0.623,0.155
bookkeeperProportion_without_duplicated_lines,13,0.093,0.738,0.441,NaiveBayes,NONE,BEST_FIRST,NONE,52.0,79.0,11.0,19.0,0.397,0.732,0.405,-0.133
bookkeeperProportion_without_duplicated_lines,13,0.093,0.738,0.441,Ibk,NONE,BEST_FIRST,NONE,47.0,52.0,38.0,24.0,0.475,0.662,0.578,0.081
bookkeeperProportion_without_duplicated_lines,14,0.105,0.706,0.434,RandomForest,NONE,BEST_FIRST,NONE,32.0,37.0,57.0,40.0,0.464,0.444,0.6,0.051
bookkeeperProportion_without_duplicated_lines,14,0.105,0.706,0.434,NaiveBayes,NONE,BEST_FIRST,NONE,19.0,27.0,67.0,53.0,0.413,0.264,0.409,-0.024
bookkeeperProportion_without_duplicated_lines,14,0.105,0.706,0.434,Ibk,NONE,BEST_FIRST,NONE,49.0,55.0,39.0,23.0,0.471,0.681,0.565,0.091
bookkeeperProportion_without_duplicated_lines,15,0.116,0.679,0.392,RandomForest,NONE,BEST_FIRST,NONE,39.0,37.0,67.0,28.0,0.513,0.582,0.643,0.221
bookkeeperProportion_without_duplicated_lines,15,0.116,0.679,0.392,NaiveBayes,NONE,BEST_FIRST,NONE,0.0,0.0,104.0,67.0,NaN,0.0,0.372,0.0
bookkeeperProportion_without_duplicated_lines,15,0.116,0.679,0.392,Ibk,NONE,BEST_FIRST,NONE,47.0,55.0,49.0,20.0,0.461,0.701,0.595,0.158
bookkeeperProportion_without_duplicated_lines,16,0.128,0.652,0.359,RandomForest,NONE,BEST_FIRST,NONE,31.0,27.0,80.0,29.0,0.534,0.517,0.755,0.266
bookkeeperProportion_without_duplicated_lines,16,0.128,0.652,0.359,NaiveBayes,NONE,BEST_FIRST,NONE,0.0,0.0,107.0,60.0,NaN,0.0,0.435,0.0
bookkeeperProportion_without_duplicated_lines,16,0.128,0.652,0.359,Ibk,NONE,BEST_FIRST,NONE,50.0,48.0,59.0,10.0,0.51,0.833,0.716,0.338
bookkeeperProportion_without_duplicated_lines,17,0.14,0.627,0.313,RandomForest,NONE,BEST_FIRST,NONE,13.0,14.0,41.0,12.0,0.481,0.52,0.755,0.26
bookkeeperProportion_without_duplicated_lines,17,0.14,0.627,0.313,NaiveBayes,NONE,BEST_FIRST,NONE,0.0,0.0,55.0,25.0,NaN,0.0,0.588,0.0
bookkeeperProportion_without_duplicated_lines,17,0.14,0.627,0.313,Ibk,NONE,BEST_FIRST,NONE,20.0,18.0,37.0,5.0,0.526,0.8,0.727,0.414
bookkeeperProportion_without_duplicated_lines,18,0.146,0.615,0.38,RandomForest,NONE,BEST_FIRST,NONE,22.0,22.0,45.0,19.0,0.5,0.537,0.704,0.205
bookkeeperProportion_without_duplicated_lines,18,0.146,0.615,0.38,NaiveBayes,NONE,BEST_FIRST,NONE,0.0,0.0,67.0,41.0,NaN,0.0,0.652,0.0
bookkeeperProportion_without_duplicated_lines,18,0.146,0.615,0.38,Ibk,NONE,BEST_FIRST,NONE,28.0,33.0,34.0,13.0,0.459,0.683,0.624,0.174
bookkeeperProportion_without_duplicated_lines,19,0.153,0.603,0.343,RandomForest,NONE,BEST_FIRST,NONE,24.0,10.0,61.0,13.0,0.706,0.649,0.886,0.518
bookkeeperProportion_without_duplicated_lines,19,0.153,0.603,0.343,NaiveBayes,NONE,BEST_FIRST,NONE,0.0,0.0,71.0,37.0,NaN,0.0,0.736,0.0
bookkeeperProportion_without_duplicated_lines,19,0.153,0.603,0.343,Ibk,NONE,BEST_FIRST,NONE,32.0,17.0,54.0,5.0,0.653,0.865,0.86,0.58
bookkeeperProportion_without_duplicated_lines,20,0.161,0.591,0.342,RandomForest,NONE,BEST_FIRST,NONE,23.0,26.0,53.0,18.0,0.469,0.561,0.695,0.221
bookkeeperProportion_without_duplicated_lines,20,0.161,0.591,0.342,NaiveBayes,NONE,BEST_FIRST,NONE,0.0,0.0,79.0,41.0,NaN,0.0,0.753,0.0
bookkeeperProportion_without_duplicated_lines,20,0.161,0.591,0.342,Ibk,NONE,BEST_FIRST,NONE,29.0,37.0,42.0,12.0,0.439,0.707,0.632,0.208
bookkeeperProportion_without_duplicated_lines,21,0.169,0.579,0.359,RandomForest,NONE,BEST_FIRST,NONE,34.0,19.0,63.0,12.0,0.642,0.739,0.852,0.491
bookkeeperProportion_without_duplicated_lines,21,0.169,0.579,0.359,NaiveBayes,NONE,BEST_FIRST,NONE,0.0,0.0,82.0,46.0,NaN,0.0,0.757,0.0
bookkeeperProportion_without_duplicated_lines,21,0.169,0.579,0.359,Ibk,NONE,BEST_FIRST,NONE,37.0,21.0,61.0,9.0,0.638,0.804,0.806,0.519
bookkeeperProportion_without_duplicated_lines,22,0.178,0.568,0.318,RandomForest,NONE,BEST_FIRST,NONE,19.0,22.0,81.0,29.0,0.463,0.396,0.749,0.19
bookkeeperProportion_without_duplicated_lines,22,0.178,0.568,0.318,NaiveBayes,NONE,BEST_FIRST,NONE,0.0,0.0,103.0,48.0,NaN,0.0,0.805,0.0
bookkeeperProportion_without_duplicated_lines,22,0.178,0.568,0.318,Ibk,NONE,BEST_FIRST,NONE,31.0,37.0,66.0,17.0,0.456,0.646,0.655,0.258
bookkeeperProportion_without_duplicated_lines,23,0.189,0.553,0.37,RandomForest,NONE,BEST_FIRST,NONE,25.0,22.0,58.0,22.0,0.532,0.532,0.751,0.257
bookkeeperProportion_without_duplicated_lines,23,0.189,0.553,0.37,NaiveBayes,NONE,BEST_FIRST,NONE,0.0,0.0,80.0,47.0,NaN,0.0,0.782,0.0
bookkeeperProportion_without_duplicated_lines,23,0.189,0.553,0.37,Ibk,NONE,BEST_FIRST,NONE,34.0,31.0,49.0,13.0,0.523,0.723,0.683,0.311
bookkeeperProportion_without_duplicated_lines,24,0.198,0.545,0.324,RandomForest,NONE,BEST_FIRST,NONE,33.0,17.0,81.0,14.0,0.66,0.702,0.882,0.52
bookkeeperProportion_without_duplicated_lines,24,0.198,0.545,0.324,NaiveBayes,NONE,BEST_FIRST,NONE,0.0,0.0,98.0,47.0,NaN,0.0,0.809,0.0
bookkeeperProportion_without_duplicated_lines,24,0.198,0.545,0.324,Ibk,NONE,BEST_FIRST,NONE,39.0,26.0,72.0,8.0,0.6,0.83,0.808,0.513
bookkeeperProportion_without_duplicated_lines,1,0.002,0.889,0.836,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,50.0,6.0,5.0,6.0,0.893,0.893,0.693,0.347
bookkeeperProportion_without_duplicated_lines,1,0.002,0.889,0.836,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,34.0,0.0,11.0,22.0,1.0,0.607,0.871,0.337
bookkeeperProportion_without_duplicated_lines,1,0.002,0.889,0.836,Ibk,OVERSAMPLING,BEST_FIRST,NONE,53.0,9.0,2.0,3.0,0.855,0.946,0.506,0.164
bookkeeperProportion_without_duplicated_lines,2,0.007,0.851,0.769,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,84.0,14.0,19.0,26.0,0.857,0.764,0.736,0.301
bookkeeperProportion_without_duplicated_lines,2,0.007,0.851,0.769,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,50.0,3.0,30.0,60.0,0.943,0.455,0.781,0.227
bookkeeperProportion_without_duplicated_lines,2,0.007,0.851,0.769,Ibk,OVERSAMPLING,BEST_FIRST,NONE,86.0,14.0,19.0,24.0,0.86,0.782,0.663,0.323
bookkeeperProportion_without_duplicated_lines,3,0.017,0.802,0.929,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,14.0,0.0,2.0,12.0,1.0,0.538,0.827,0.143
bookkeeperProportion_without_duplicated_lines,3,0.017,0.802,0.929,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,8.0,0.0,2.0,18.0,1.0,0.308,0.971,0.06
bookkeeperProportion_without_duplicated_lines,3,0.017,0.802,0.929,Ibk,OVERSAMPLING,BEST_FIRST,NONE,14.0,0.0,2.0,12.0,1.0,0.538,0.837,0.143
bookkeeperProportion_without_duplicated_lines,4,0.019,0.815,0.949,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,71.0,3.0,1.0,3.0,0.959,0.959,0.563,0.209
bookkeeperProportion_without_duplicated_lines,4,0.019,0.815,0.949,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,74.0,4.0,0.0,0.0,0.949,1.0,0.833,0.0
bookkeeperProportion_without_duplicated_lines,4,0.019,0.815,0.949,Ibk,OVERSAMPLING,BEST_FIRST,NONE,73.0,3.0,1.0,1.0,0.961,0.986,0.633,0.31
bookkeeperProportion_without_duplicated_lines,5,0.024,0.845,0.962,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,99.0,3.0,1.0,1.0,0.971,0.99,0.59,0.316
bookkeeperProportion_without_duplicated_lines,5,0.024,0.845,0.962,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,100.0,4.0,0.0,0.0,0.962,1.0,0.98,0.0
bookkeeperProportion_without_duplicated_lines,5,0.024,0.845,0.962,Ibk,OVERSAMPLING,BEST_FIRST,NONE,99.0,3.0,1.0,1.0,0.971,0.99,0.667,0.316
bookkeeperProportion_without_duplicated_lines,6,0.032,0.872,0.712,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,71.0,29.0,7.0,18.0,0.71,0.798,0.513,-0.009
bookkeeperProportion_without_duplicated_lines,6,0.032,0.872,0.712,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,89.0,36.0,0.0,0.0,0.712,1.0,0.565,0.0
bookkeeperProportion_without_duplicated_lines,6,0.032,0.872,0.712,Ibk,OVERSAMPLING,BEST_FIRST,NONE,76.0,30.0,6.0,13.0,0.717,0.854,0.505,0.024
bookkeeperProportion_without_duplicated_lines,7,0.04,0.837,0.7,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,14.0,6.0,18.0,42.0,0.7,0.25,0.475,0.0
bookkeeperProportion_without_duplicated_lines,7,0.04,0.837,0.7,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,24.0,56.0,NaN,0.0,0.625,0.0
bookkeeperProportion_without_duplicated_lines,7,0.04,0.837,0.7,Ibk,OVERSAMPLING,BEST_FIRST,NONE,34.0,14.0,10.0,22.0,0.708,0.607,0.44,0.022
bookkeeperProportion_without_duplicated_lines,8,0.046,0.821,0.709,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,51.0,16.0,16.0,27.0,0.761,0.654,0.572,0.14
bookkeeperProportion_without_duplicated_lines,8,0.046,0.821,0.709,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,32.0,78.0,NaN,0.0,0.612,0.0
bookkeeperProportion_without_duplicated_lines,8,0.046,0.821,0.709,Ibk,OVERSAMPLING,BEST_FIRST,NONE,50.0,15.0,17.0,28.0,0.769,0.641,0.623,0.154
bookkeeperProportion_without_duplicated_lines,9,0.054,0.804,0.951,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,54.0,1.0,2.0,4.0,0.982,0.931,0.925,0.405
bookkeeperProportion_without_duplicated_lines,9,0.054,0.804,0.951,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,14.0,0.0,3.0,44.0,1.0,0.241,0.756,0.03
bookkeeperProportion_without_duplicated_lines,9,0.054,0.804,0.951,Ibk,OVERSAMPLING,BEST_FIRST,NONE,47.0,0.0,3.0,11.0,1.0,0.81,0.92,0.296
bookkeeperProportion_without_duplicated_lines,10,0.058,0.815,0.88,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,65.0,5.0,5.0,8.0,0.929,0.89,0.755,0.346
bookkeeperProportion_without_duplicated_lines,10,0.058,0.815,0.88,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,10.0,0.0,10.0,63.0,1.0,0.137,0.846,0.037
bookkeeperProportion_without_duplicated_lines,10,0.058,0.815,0.88,Ibk,OVERSAMPLING,BEST_FIRST,NONE,65.0,5.0,5.0,8.0,0.929,0.89,0.736,0.346
bookkeeperProportion_without_duplicated_lines,11,0.064,0.821,0.602,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,145.0,90.0,7.0,2.0,0.617,0.986,0.58,0.069
bookkeeperProportion_without_duplicated_lines,11,0.064,0.821,0.602,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,140.0,84.0,13.0,7.0,0.625,0.952,0.349,0.1
bookkeeperProportion_without_duplicated_lines,11,0.064,0.821,0.602,Ibk,OVERSAMPLING,BEST_FIRST,NONE,143.0,86.0,11.0,4.0,0.624,0.973,0.542,0.101
bookkeeperProportion_without_duplicated_lines,12,0.081,0.775,0.497,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,87.0,86.0,NaN,0.0,0.446,0.0
bookkeeperProportion_without_duplicated_lines,12,0.081,0.775,0.497,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,87.0,86.0,NaN,0.0,0.464,0.0
bookkeeperProportion_without_duplicated_lines,12,0.081,0.775,0.497,Ibk,OVERSAMPLING,BEST_FIRST,NONE,44.0,45.0,42.0,42.0,0.494,0.512,0.503,-0.006
bookkeeperProportion_without_duplicated_lines,13,0.093,0.738,0.441,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,21.0,20.0,70.0,50.0,0.512,0.296,0.563,0.077
bookkeeperProportion_without_duplicated_lines,13,0.093,0.738,0.441,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,90.0,71.0,NaN,0.0,0.382,0.0
bookkeeperProportion_without_duplicated_lines,13,0.093,0.738,0.441,Ibk,OVERSAMPLING,BEST_FIRST,NONE,21.0,20.0,70.0,50.0,0.512,0.296,0.501,0.077
bookkeeperProportion_without_duplicated_lines,14,0.105,0.706,0.434,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,18.0,20.0,74.0,54.0,0.474,0.25,0.554,0.039
bookkeeperProportion_without_duplicated_lines,14,0.105,0.706,0.434,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,94.0,72.0,NaN,0.0,0.402,0.0
bookkeeperProportion_without_duplicated_lines,14,0.105,0.706,0.434,Ibk,OVERSAMPLING,BEST_FIRST,NONE,18.0,25.0,69.0,54.0,0.419,0.25,0.515,-0.017
bookkeeperProportion_without_duplicated_lines,15,0.116,0.679,0.392,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,25.0,24.0,80.0,42.0,0.51,0.373,0.622,0.15
bookkeeperProportion_without_duplicated_lines,15,0.116,0.679,0.392,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,104.0,67.0,NaN,0.0,0.336,0.0
bookkeeperProportion_without_duplicated_lines,15,0.116,0.679,0.392,Ibk,OVERSAMPLING,BEST_FIRST,NONE,29.0,29.0,75.0,38.0,0.5,0.433,0.6,0.158
bookkeeperProportion_without_duplicated_lines,16,0.128,0.652,0.359,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,21.0,15.0,92.0,39.0,0.583,0.35,0.692,0.23
bookkeeperProportion_without_duplicated_lines,16,0.128,0.652,0.359,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,107.0,60.0,NaN,0.0,0.369,0.0
bookkeeperProportion_without_duplicated_lines,16,0.128,0.652,0.359,Ibk,OVERSAMPLING,BEST_FIRST,NONE,23.0,19.0,88.0,37.0,0.548,0.383,0.655,0.22
bookkeeperProportion_without_duplicated_lines,17,0.14,0.627,0.313,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,7.0,5.0,50.0,18.0,0.583,0.28,0.711,0.22
bookkeeperProportion_without_duplicated_lines,17,0.14,0.627,0.313,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,55.0,25.0,NaN,0.0,0.245,0.0
bookkeeperProportion_without_duplicated_lines,17,0.14,0.627,0.313,Ibk,OVERSAMPLING,BEST_FIRST,NONE,10.0,8.0,47.0,15.0,0.556,0.4,0.631,0.276
bookkeeperProportion_without_duplicated_lines,18,0.146,0.615,0.38,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,13.0,6.0,61.0,28.0,0.684,0.317,0.699,0.254
bookkeeperProportion_without_duplicated_lines,18,0.146,0.615,0.38,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,67.0,41.0,NaN,0.0,0.605,0.0
bookkeeperProportion_without_duplicated_lines,18,0.146,0.615,0.38,Ibk,OVERSAMPLING,BEST_FIRST,NONE,13.0,6.0,61.0,28.0,0.684,0.317,0.625,0.254
bookkeeperProportion_without_duplicated_lines,19,0.153,0.603,0.343,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,17.0,7.0,64.0,20.0,0.708,0.459,0.769,0.394
bookkeeperProportion_without_duplicated_lines,19,0.153,0.603,0.343,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,71.0,37.0,NaN,0.0,0.787,0.0
bookkeeperProportion_without_duplicated_lines,19,0.153,0.603,0.343,Ibk,OVERSAMPLING,BEST_FIRST,NONE,20.0,9.0,62.0,17.0,0.69,0.541,0.699,0.436
bookkeeperProportion_without_duplicated_lines,20,0.161,0.591,0.342,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,20.0,18.0,61.0,21.0,0.526,0.488,0.73,0.265
bookkeeperProportion_without_duplicated_lines,20,0.161,0.591,0.342,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,79.0,41.0,NaN,0.0,0.804,0.0
bookkeeperProportion_without_duplicated_lines,20,0.161,0.591,0.342,Ibk,OVERSAMPLING,BEST_FIRST,NONE,20.0,22.0,57.0,21.0,0.476,0.488,0.616,0.208
bookkeeperProportion_without_duplicated_lines,21,0.169,0.579,0.359,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,25.0,29.0,53.0,21.0,0.463,0.543,0.701,0.183
bookkeeperProportion_without_duplicated_lines,21,0.169,0.579,0.359,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,82.0,46.0,NaN,0.0,0.756,0.0
bookkeeperProportion_without_duplicated_lines,21,0.169,0.579,0.359,Ibk,OVERSAMPLING,BEST_FIRST,NONE,27.0,31.0,51.0,19.0,0.466,0.587,0.632,0.198
bookkeeperProportion_without_duplicated_lines,22,0.178,0.568,0.318,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,26.0,33.0,70.0,22.0,0.441,0.542,0.707,0.209
bookkeeperProportion_without_duplicated_lines,22,0.178,0.568,0.318,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,103.0,48.0,NaN,0.0,0.805,0.0
bookkeeperProportion_without_duplicated_lines,22,0.178,0.568,0.318,Ibk,OVERSAMPLING,BEST_FIRST,NONE,29.0,46.0,57.0,19.0,0.387,0.604,0.593,0.137
bookkeeperProportion_without_duplicated_lines,23,0.189,0.553,0.37,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,23.0,14.0,66.0,24.0,0.622,0.489,0.768,0.329
bookkeeperProportion_without_duplicated_lines,23,0.189,0.553,0.37,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,80.0,47.0,NaN,0.0,0.784,0.0
bookkeeperProportion_without_duplicated_lines,23,0.189,0.553,0.37,Ibk,OVERSAMPLING,BEST_FIRST,NONE,23.0,13.0,67.0,24.0,0.639,0.489,0.643,0.343
bookkeeperProportion_without_duplicated_lines,24,0.198,0.545,0.324,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,12.0,11.0,87.0,35.0,0.522,0.255,0.756,0.165
bookkeeperProportion_without_duplicated_lines,24,0.198,0.545,0.324,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,0.0,0.0,98.0,47.0,NaN,0.0,0.81,0.0
bookkeeperProportion_without_duplicated_lines,24,0.198,0.545,0.324,Ibk,OVERSAMPLING,BEST_FIRST,NONE,17.0,15.0,83.0,30.0,0.531,0.362,0.533,0.228
bookkeeperProportion_without_duplicated_lines,1,0.002,0.889,0.836,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,34.0,0.0,11.0,22.0,1.0,0.607,0.842,0.337
bookkeeperProportion_without_duplicated_lines,1,0.002,0.889,0.836,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,51.0,6.0,5.0,5.0,0.895,0.911,0.838,0.379
bookkeeperProportion_without_duplicated_lines,1,0.002,0.889,0.836,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,51.0,8.0,3.0,5.0,0.864,0.911,0.575,0.206
bookkeeperProportion_without_duplicated_lines,2,0.007,0.851,0.769,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,71.0,9.0,24.0,39.0,0.887,0.645,0.783,0.283
bookkeeperProportion_without_duplicated_lines,2,0.007,0.851,0.769,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,66.0,2.0,31.0,44.0,0.971,0.6,0.826,0.373
bookkeeperProportion_without_duplicated_lines,2,0.007,0.851,0.769,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,73.0,12.0,21.0,37.0,0.859,0.664,0.713,0.237
bookkeeperProportion_without_duplicated_lines,3,0.017,0.802,0.929,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,8.0,0.0,2.0,18.0,1.0,0.308,0.721,0.06
bookkeeperProportion_without_duplicated_lines,3,0.017,0.802,0.929,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,4.0,0.0,2.0,22.0,1.0,0.154,0.971,0.025
bookkeeperProportion_without_duplicated_lines,3,0.017,0.802,0.929,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,7.0,0.0,2.0,19.0,1.0,0.269,0.635,0.05
bookkeeperProportion_without_duplicated_lines,4,0.019,0.815,0.949,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,69.0,3.0,1.0,5.0,0.958,0.932,0.561,0.148
bookkeeperProportion_without_duplicated_lines,4,0.019,0.815,0.949,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,71.0,3.0,1.0,3.0,0.959,0.959,0.878,0.209
bookkeeperProportion_without_duplicated_lines,4,0.019,0.815,0.949,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,68.0,3.0,1.0,6.0,0.958,0.919,0.47,0.125
bookkeeperProportion_without_duplicated_lines,5,0.024,0.845,0.962,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,96.0,2.0,2.0,4.0,0.98,0.96,0.853,0.371
bookkeeperProportion_without_duplicated_lines,5,0.024,0.845,0.962,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,100.0,4.0,0.0,0.0,0.962,1.0,0.973,0.0
bookkeeperProportion_without_duplicated_lines,5,0.024,0.845,0.962,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,93.0,1.0,3.0,7.0,0.989,0.93,0.841,0.395
bookkeeperProportion_without_duplicated_lines,6,0.032,0.872,0.712,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,79.0,33.0,3.0,10.0,0.705,0.888,0.537,-0.036
bookkeeperProportion_without_duplicated_lines,6,0.032,0.872,0.712,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,89.0,36.0,0.0,0.0,0.712,1.0,0.554,0.0
bookkeeperProportion_without_duplicated_lines,6,0.032,0.872,0.712,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,70.0,29.0,7.0,19.0,0.707,0.787,0.493,-0.021
bookkeeperProportion_without_duplicated_lines,7,0.04,0.837,0.7,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,3.0,6.0,18.0,53.0,0.333,0.054,0.318,-0.126
bookkeeperProportion_without_duplicated_lines,7,0.04,0.837,0.7,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,1.0,0.0,24.0,55.0,1.0,0.018,0.5,0.011
bookkeeperProportion_without_duplicated_lines,7,0.04,0.837,0.7,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,8.0,8.0,16.0,48.0,0.5,0.143,0.382,-0.129
bookkeeperProportion_without_duplicated_lines,8,0.046,0.821,0.709,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,34.0,10.0,22.0,44.0,0.773,0.436,0.605,0.094
bookkeeperProportion_without_duplicated_lines,8,0.046,0.821,0.709,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,0.0,0.0,32.0,78.0,NaN,0.0,0.61,0.0
bookkeeperProportion_without_duplicated_lines,8,0.046,0.821,0.709,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,39.0,13.0,19.0,39.0,0.75,0.5,0.564,0.076
