Dataset,#TrainingRelease,%Training (data on training / total data),%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,RandomForest,NONE,NONE,NONE,189.0,34.0,16.0,20.0,0.848,0.904,0.594,0.251
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,NaiveBayes,NONE,NONE,NONE,110.0,2.0,48.0,99.0,0.982,0.526,0.745,0.28
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,Ibk,NONE,NONE,NONE,106.0,14.0,36.0,103.0,0.883,0.507,0.614,0.135
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,RandomForest,NONE,NONE,NONE,276.0,53.0,46.0,20.0,0.839,0.932,0.873,0.447
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,NaiveBayes,NONE,NONE,NONE,156.0,3.0,96.0,140.0,0.981,0.527,0.861,0.34
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,Ibk,NONE,NONE,NONE,282.0,66.0,33.0,14.0,0.81,0.953,0.694,0.347
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,RandomForest,NONE,NONE,NONE,181.0,27.0,42.0,29.0,0.87,0.862,0.812,0.466
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,NaiveBayes,NONE,NONE,NONE,75.0,4.0,65.0,135.0,0.949,0.357,0.788,0.183
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,Ibk,NONE,NONE,NONE,182.0,31.0,38.0,28.0,0.854,0.867,0.757,0.424
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,RandomForest,NONE,NONE,NONE,225.0,20.0,42.0,29.0,0.918,0.886,0.921,0.534
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,NaiveBayes,NONE,NONE,NONE,94.0,1.0,61.0,160.0,0.989,0.37,0.854,0.18
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,Ibk,NONE,NONE,NONE,247.0,41.0,21.0,7.0,0.858,0.972,0.908,0.393
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,RandomForest,NONE,NONE,NONE,253.0,20.0,49.0,18.0,0.927,0.934,0.926,0.651
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,NaiveBayes,NONE,NONE,NONE,173.0,2.0,67.0,98.0,0.989,0.638,0.878,0.401
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,Ibk,NONE,NONE,NONE,269.0,41.0,28.0,2.0,0.868,0.993,0.9,0.505
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,RandomForest,NONE,NONE,NONE,288.0,201.0,55.0,25.0,0.589,0.92,0.74,0.144
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,NaiveBayes,NONE,NONE,NONE,194.0,109.0,147.0,119.0,0.64,0.62,0.589,0.193
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,Ibk,NONE,NONE,NONE,280.0,212.0,44.0,33.0,0.569,0.895,0.547,0.071
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,RandomForest,NONE,NONE,NONE,216.0,35.0,66.0,24.0,0.861,0.9,0.87,0.571
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,NaiveBayes,NONE,NONE,NONE,39.0,0.0,101.0,201.0,1.0,0.163,0.745,0.103
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,Ibk,NONE,NONE,NONE,156.0,48.0,53.0,84.0,0.765,0.65,0.649,0.158
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,RandomForest,NONE,NONE,NONE,273.0,161.0,105.0,35.0,0.629,0.886,0.801,0.29
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,NaiveBayes,NONE,NONE,NONE,67.0,28.0,238.0,241.0,0.705,0.218,0.621,0.106
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,Ibk,NONE,NONE,NONE,264.0,178.0,88.0,44.0,0.597,0.857,0.609,0.195
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,RandomForest,NONE,NONE,NONE,242.0,85.0,73.0,48.0,0.74,0.834,0.699,0.313
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,NaiveBayes,NONE,NONE,NONE,75.0,7.0,151.0,215.0,0.915,0.259,0.788,0.165
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,Ibk,NONE,NONE,NONE,252.0,101.0,57.0,38.0,0.714,0.869,0.671,0.253
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,RandomForest,NONE,NONE,NONE,180.0,23.0,47.0,30.0,0.887,0.857,0.866,0.512
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,NaiveBayes,NONE,NONE,NONE,50.0,0.0,70.0,160.0,1.0,0.238,0.772,0.135
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,Ibk,NONE,NONE,NONE,199.0,38.0,32.0,11.0,0.84,0.948,0.837,0.464
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,RandomForest,NONE,NONE,NONE,247.0,197.0,7.0,0.0,0.556,1.0,0.653,0.037
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,NaiveBayes,NONE,NONE,NONE,243.0,175.0,29.0,4.0,0.581,0.984,0.522,0.136
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,Ibk,NONE,NONE,NONE,247.0,191.0,13.0,0.0,0.564,1.0,0.532,0.069
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,RandomForest,NONE,NONE,NONE,52.0,19.0,206.0,174.0,0.732,0.23,0.629,0.145
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,NaiveBayes,NONE,NONE,NONE,142.0,159.0,66.0,84.0,0.472,0.628,0.43,-0.078
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,Ibk,NONE,NONE,NONE,126.0,141.0,84.0,100.0,0.472,0.558,0.465,-0.069
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,RandomForest,NONE,NONE,NONE,136.0,111.0,227.0,89.0,0.551,0.604,0.709,0.272
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,NaiveBayes,NONE,NONE,NONE,204.0,331.0,7.0,21.0,0.381,0.907,0.601,-0.059
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,Ibk,NONE,NONE,NONE,12.0,6.0,332.0,213.0,0.667,0.053,0.518,0.042
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,RandomForest,NONE,NONE,NONE,199.0,78.0,273.0,27.0,0.718,0.881,0.921,0.633
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,NaiveBayes,NONE,NONE,NONE,131.0,232.0,119.0,95.0,0.361,0.58,0.496,-0.073
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,Ibk,NONE,NONE,NONE,145.0,108.0,243.0,81.0,0.573,0.642,0.667,0.327
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,RandomForest,NONE,NONE,NONE,156.0,68.0,328.0,36.0,0.696,0.813,0.901,0.614
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,NaiveBayes,NONE,NONE,NONE,160.0,357.0,39.0,32.0,0.309,0.833,0.585,-0.047
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,Ibk,NONE,NONE,NONE,119.0,138.0,258.0,73.0,0.463,0.62,0.636,0.25
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,RandomForest,NONE,NONE,NONE,143.0,424.0,732.0,37.0,0.252,0.794,0.801,0.224
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,NaiveBayes,NONE,NONE,NONE,180.0,1133.0,23.0,0.0,0.137,1.0,0.732,0.005
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,Ibk,NONE,NONE,NONE,58.0,278.0,878.0,122.0,0.173,0.322,0.541,0.06
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,RandomForest,NONE,NONE,NONE,69.0,95.0,530.0,91.0,0.421,0.431,0.726,0.277
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,NaiveBayes,NONE,NONE,NONE,44.0,44.0,581.0,116.0,0.5,0.275,0.58,0.246
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,Ibk,NONE,NONE,NONE,80.0,105.0,520.0,80.0,0.432,0.5,0.664,0.314
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,RandomForest,NONE,NONE,NONE,108.0,59.0,465.0,57.0,0.647,0.655,0.906,0.54
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,NaiveBayes,NONE,NONE,NONE,54.0,41.0,483.0,111.0,0.568,0.327,0.612,0.291
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,Ibk,NONE,NONE,NONE,137.0,128.0,396.0,28.0,0.517,0.83,0.804,0.485
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,RandomForest,NONE,NONE,NONE,90.0,24.0,524.0,74.0,0.789,0.549,0.931,0.565
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,NaiveBayes,NONE,NONE,NONE,53.0,35.0,513.0,111.0,0.602,0.323,0.608,0.31
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,Ibk,NONE,NONE,NONE,142.0,87.0,461.0,22.0,0.62,0.866,0.873,0.621
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,RandomForest,NONE,NONE,NONE,93.0,44.0,483.0,75.0,0.679,0.554,0.885,0.502
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,NaiveBayes,NONE,NONE,NONE,59.0,38.0,489.0,109.0,0.608,0.351,0.648,0.326
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,Ibk,NONE,NONE,NONE,118.0,98.0,429.0,50.0,0.546,0.702,0.773,0.471
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,RandomForest,NONE,NONE,NONE,114.0,23.0,554.0,58.0,0.832,0.663,0.958,0.671
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,NaiveBayes,NONE,NONE,NONE,61.0,38.0,539.0,111.0,0.616,0.355,0.668,0.339
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,Ibk,NONE,NONE,NONE,149.0,73.0,504.0,23.0,0.671,0.866,0.888,0.671
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,RandomForest,NONE,NONE,NONE,116.0,41.0,769.0,59.0,0.739,0.663,0.954,0.638
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,NaiveBayes,NONE,NONE,NONE,71.0,43.0,767.0,104.0,0.623,0.406,0.687,0.408
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,Ibk,NONE,NONE,NONE,133.0,113.0,697.0,42.0,0.541,0.76,0.816,0.535
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,RandomForest,NONE,NONE,NONE,100.0,41.0,491.0,73.0,0.709,0.578,0.91,0.534
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,NaiveBayes,NONE,NONE,NONE,62.0,32.0,500.0,111.0,0.66,0.358,0.682,0.353
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,Ibk,NONE,NONE,NONE,135.0,89.0,443.0,38.0,0.603,0.78,0.818,0.558
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,RandomForest,NONE,NONE,NONE,133.0,29.0,670.0,40.0,0.821,0.769,0.978,0.745
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,NaiveBayes,NONE,NONE,NONE,62.0,30.0,669.0,111.0,0.674,0.358,0.674,0.383
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,Ibk,NONE,NONE,NONE,166.0,60.0,639.0,7.0,0.735,0.96,0.958,0.783
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,RandomForest,OVERSAMPLING,NONE,NONE,188.0,35.0,15.0,21.0,0.843,0.9,0.665,0.223
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,NaiveBayes,OVERSAMPLING,NONE,NONE,105.0,1.0,49.0,104.0,0.991,0.502,0.72,0.27
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,Ibk,OVERSAMPLING,NONE,NONE,102.0,7.0,43.0,107.0,0.936,0.488,0.617,0.198
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,RandomForest,OVERSAMPLING,NONE,NONE,264.0,44.0,55.0,32.0,0.857,0.892,0.862,0.466
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,NaiveBayes,OVERSAMPLING,NONE,NONE,156.0,3.0,96.0,140.0,0.981,0.527,0.864,0.34
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,Ibk,OVERSAMPLING,NONE,NONE,259.0,48.0,51.0,37.0,0.844,0.875,0.736,0.405
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,RandomForest,OVERSAMPLING,NONE,NONE,165.0,18.0,51.0,45.0,0.902,0.786,0.816,0.464
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,NaiveBayes,OVERSAMPLING,NONE,NONE,65.0,1.0,68.0,145.0,0.985,0.31,0.819,0.173
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,Ibk,OVERSAMPLING,NONE,NONE,161.0,19.0,50.0,49.0,0.894,0.767,0.754,0.429
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,RandomForest,OVERSAMPLING,NONE,NONE,209.0,8.0,54.0,45.0,0.963,0.823,0.91,0.566
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,NaiveBayes,OVERSAMPLING,NONE,NONE,83.0,1.0,61.0,171.0,0.988,0.327,0.849,0.153
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,Ibk,OVERSAMPLING,NONE,NONE,215.0,10.0,52.0,39.0,0.956,0.846,0.91,0.582
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,RandomForest,OVERSAMPLING,NONE,NONE,237.0,9.0,60.0,34.0,0.963,0.875,0.91,0.656
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,NaiveBayes,OVERSAMPLING,NONE,NONE,170.0,2.0,67.0,101.0,0.988,0.627,0.872,0.39
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,Ibk,OVERSAMPLING,NONE,NONE,238.0,10.0,59.0,33.0,0.96,0.878,0.908,0.652
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,RandomForest,OVERSAMPLING,NONE,NONE,273.0,159.0,97.0,40.0,0.632,0.872,0.767,0.262
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,NaiveBayes,OVERSAMPLING,NONE,NONE,192.0,98.0,158.0,121.0,0.662,0.613,0.596,0.229
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,Ibk,OVERSAMPLING,NONE,NONE,253.0,187.0,69.0,60.0,0.575,0.808,0.502,0.082
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,RandomForest,OVERSAMPLING,NONE,NONE,193.0,28.0,73.0,47.0,0.873,0.804,0.861,0.5
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,NaiveBayes,OVERSAMPLING,NONE,NONE,35.0,1.0,100.0,205.0,0.972,0.146,0.741,0.086
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,Ibk,OVERSAMPLING,NONE,NONE,185.0,29.0,72.0,55.0,0.864,0.771,0.752,0.45
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,RandomForest,OVERSAMPLING,NONE,NONE,238.0,122.0,144.0,70.0,0.661,0.773,0.778,0.318
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,NaiveBayes,OVERSAMPLING,NONE,NONE,61.0,25.0,241.0,247.0,0.709,0.198,0.62,0.098
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,Ibk,OVERSAMPLING,NONE,NONE,220.0,135.0,131.0,88.0,0.62,0.714,0.516,0.209
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,RandomForest,OVERSAMPLING,NONE,NONE,226.0,69.0,89.0,64.0,0.766,0.779,0.692,0.345
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,NaiveBayes,OVERSAMPLING,NONE,NONE,73.0,7.0,151.0,217.0,0.912,0.252,0.781,0.159
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,Ibk,OVERSAMPLING,NONE,NONE,223.0,77.0,81.0,67.0,0.743,0.769,0.685,0.286
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,RandomForest,OVERSAMPLING,NONE,NONE,152.0,22.0,48.0,58.0,0.874,0.724,0.791,0.35
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,NaiveBayes,OVERSAMPLING,NONE,NONE,52.0,0.0,70.0,158.0,1.0,0.248,0.769,0.141
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,Ibk,OVERSAMPLING,NONE,NONE,151.0,22.0,48.0,59.0,0.873,0.719,0.782,0.344
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,RandomForest,OVERSAMPLING,NONE,NONE,247.0,195.0,9.0,0.0,0.559,1.0,0.659,0.048
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,NaiveBayes,OVERSAMPLING,NONE,NONE,203.0,157.0,47.0,44.0,0.564,0.822,0.475,0.055
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,Ibk,OVERSAMPLING,NONE,NONE,235.0,172.0,32.0,12.0,0.577,0.951,0.535,0.116
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,RandomForest,OVERSAMPLING,NONE,NONE,26.0,3.0,222.0,200.0,0.897,0.115,0.654,0.102
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,NaiveBayes,OVERSAMPLING,NONE,NONE,91.0,116.0,109.0,135.0,0.44,0.403,0.419,-0.113
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,Ibk,OVERSAMPLING,NONE,NONE,95.0,99.0,126.0,131.0,0.49,0.42,0.451,-0.02
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,RandomForest,OVERSAMPLING,NONE,NONE,129.0,109.0,229.0,96.0,0.542,0.573,0.661,0.248
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,NaiveBayes,OVERSAMPLING,NONE,NONE,195.0,321.0,17.0,30.0,0.378,0.867,0.569,-0.068
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,Ibk,OVERSAMPLING,NONE,NONE,9.0,18.0,320.0,216.0,0.333,0.04,0.548,-0.016
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,RandomForest,OVERSAMPLING,NONE,NONE,147.0,42.0,309.0,79.0,0.778,0.65,0.87,0.547
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,NaiveBayes,OVERSAMPLING,NONE,NONE,109.0,186.0,165.0,117.0,0.369,0.482,0.47,-0.045
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,Ibk,OVERSAMPLING,NONE,NONE,127.0,109.0,242.0,99.0,0.538,0.562,0.642,0.249
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,RandomForest,OVERSAMPLING,NONE,NONE,131.0,53.0,343.0,61.0,0.712,0.682,0.868,0.554
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,NaiveBayes,OVERSAMPLING,NONE,NONE,154.0,354.0,42.0,38.0,0.303,0.802,0.563,-0.065
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,Ibk,OVERSAMPLING,NONE,NONE,128.0,128.0,268.0,64.0,0.5,0.667,0.694,0.316
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,RandomForest,OVERSAMPLING,NONE,NONE,153.0,237.0,919.0,27.0,0.392,0.85,0.862,0.432
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,NaiveBayes,OVERSAMPLING,NONE,NONE,180.0,1125.0,31.0,0.0,0.138,1.0,0.726,0.007
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,Ibk,OVERSAMPLING,NONE,NONE,74.0,291.0,865.0,106.0,0.203,0.411,0.587,0.111
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,RandomForest,OVERSAMPLING,NONE,NONE,43.0,45.0,580.0,117.0,0.489,0.269,0.624,0.236
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,NaiveBayes,OVERSAMPLING,NONE,NONE,154.0,615.0,10.0,6.0,0.2,0.963,0.529,-0.009
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,Ibk,OVERSAMPLING,NONE,NONE,42.0,25.0,600.0,118.0,0.627,0.263,0.609,0.284
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,RandomForest,OVERSAMPLING,NONE,NONE,95.0,148.0,376.0,70.0,0.391,0.576,0.666,0.252
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,NaiveBayes,OVERSAMPLING,NONE,NONE,26.0,30.0,494.0,139.0,0.464,0.158,0.624,0.13
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,Ibk,OVERSAMPLING,NONE,NONE,83.0,154.0,370.0,82.0,0.35,0.503,0.599,0.182
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,RandomForest,OVERSAMPLING,NONE,NONE,66.0,66.0,482.0,98.0,0.5,0.402,0.738,0.303
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,NaiveBayes,OVERSAMPLING,NONE,NONE,161.0,543.0,5.0,3.0,0.229,0.982,0.601,-0.004
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,Ibk,OVERSAMPLING,NONE,NONE,87.0,102.0,446.0,77.0,0.46,0.53,0.657,0.327
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,RandomForest,OVERSAMPLING,NONE,NONE,81.0,97.0,430.0,87.0,0.455,0.482,0.71,0.292
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,NaiveBayes,OVERSAMPLING,NONE,NONE,14.0,13.0,514.0,154.0,0.519,0.083,0.675,0.082
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,Ibk,OVERSAMPLING,NONE,NONE,80.0,111.0,416.0,88.0,0.419,0.476,0.629,0.254
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,RandomForest,OVERSAMPLING,NONE,NONE,105.0,69.0,508.0,67.0,0.603,0.61,0.83,0.489
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,NaiveBayes,OVERSAMPLING,NONE,NONE,28.0,18.0,559.0,144.0,0.609,0.163,0.688,0.177
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,Ibk,OVERSAMPLING,NONE,NONE,104.0,89.0,488.0,68.0,0.539,0.605,0.722,0.432
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,RandomForest,OVERSAMPLING,NONE,NONE,101.0,88.0,722.0,74.0,0.534,0.577,0.859,0.454
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,NaiveBayes,OVERSAMPLING,NONE,NONE,18.0,19.0,791.0,157.0,0.486,0.103,0.717,0.115
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,Ibk,OVERSAMPLING,NONE,NONE,108.0,136.0,674.0,67.0,0.443,0.617,0.699,0.389
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,RandomForest,OVERSAMPLING,NONE,NONE,104.0,83.0,449.0,69.0,0.556,0.601,0.818,0.433
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,NaiveBayes,OVERSAMPLING,NONE,NONE,23.0,15.0,517.0,150.0,0.605,0.133,0.683,0.142
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,Ibk,OVERSAMPLING,NONE,NONE,107.0,96.0,436.0,66.0,0.527,0.618,0.724,0.414
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,RandomForest,OVERSAMPLING,NONE,NONE,128.0,76.0,623.0,45.0,0.627,0.74,0.902,0.591
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,NaiveBayes,OVERSAMPLING,NONE,NONE,70.0,47.0,652.0,103.0,0.598,0.405,0.675,0.384
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,Ibk,OVERSAMPLING,NONE,NONE,141.0,107.0,592.0,32.0,0.569,0.815,0.833,0.569
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,RandomForest,UNDERSAMPLING,NONE,NONE,66.0,3.0,47.0,143.0,0.957,0.316,0.834,0.124
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,NaiveBayes,UNDERSAMPLING,NONE,NONE,114.0,2.0,48.0,95.0,0.983,0.545,0.821,0.296
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,Ibk,UNDERSAMPLING,NONE,NONE,87.0,5.0,45.0,122.0,0.946,0.416,0.658,0.167
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,RandomForest,UNDERSAMPLING,NONE,NONE,243.0,21.0,78.0,53.0,0.92,0.821,0.878,0.55
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,NaiveBayes,UNDERSAMPLING,NONE,NONE,167.0,4.0,95.0,129.0,0.977,0.564,0.859,0.369
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,Ibk,UNDERSAMPLING,NONE,NONE,239.0,34.0,65.0,57.0,0.875,0.807,0.75,0.431
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,RandomForest,UNDERSAMPLING,NONE,NONE,157.0,16.0,53.0,53.0,0.908,0.748,0.808,0.437
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,NaiveBayes,UNDERSAMPLING,NONE,NONE,73.0,3.0,66.0,137.0,0.961,0.348,0.805,0.184
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,Ibk,UNDERSAMPLING,NONE,NONE,144.0,19.0,50.0,66.0,0.883,0.686,0.721,0.334
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,RandomForest,UNDERSAMPLING,NONE,NONE,201.0,6.0,56.0,53.0,0.971,0.791,0.9,0.54
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,NaiveBayes,UNDERSAMPLING,NONE,NONE,91.0,1.0,61.0,163.0,0.989,0.358,0.87,0.172
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,Ibk,UNDERSAMPLING,NONE,NONE,225.0,21.0,41.0,29.0,0.915,0.886,0.884,0.522
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,RandomForest,UNDERSAMPLING,NONE,NONE,226.0,7.0,62.0,45.0,0.97,0.834,0.914,0.608
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,NaiveBayes,UNDERSAMPLING,NONE,NONE,167.0,2.0,67.0,104.0,0.988,0.616,0.881,0.379
